helicopter_minigun,MP_KILLSTREAK_N,KILLSTREAKS_HELICOPTER_MINIGUN,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
helicopter_mk19,MP_KILLSTREAK_N,KILLSTREAKS_HELICOPTER_MK19,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_gl,killstreak
helicopter_blackbox,MP_KILLSTREAK_N,KILLSTREAKS_HELICOPTER_BLACKBOX,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak
helicopter_flares,MP_KILLSTREAK_N,KILLSTREAKS_PAVELOW,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak
ac130,MP_KILLSTREAK_N,KILLSTREAKS_AC130,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_ac130,killstreak
predator_missile,MP_KILLSTREAK_N,KILLSTREAKS_PREDATOR_MISSILE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_missile,killstreak
nuke,MP_KILLSTREAK_N,KILLSTREAKS_TACTICAL_NUKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_nuke,killstreak
double_uav,MP_KILLSTREAK_N,KILLSTREAKS_DOUBLE_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_a_uav,killstreak
triple_uav,MP_KILLSTREAK_N,KILLSTREAKS_TRIPLE_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_a_uav,killstreak
auto_shotgun,MP_KILLSTREAK_N,KILLSTREAKS_AUTO_SHOTGUN,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_autoshotgun,killstreak
precision_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_PRECISION_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_p_airstrike,killstreak
stealth_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_STEALTH_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
harrier_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_HARRIER_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
super_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_SUPER_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
counter_uav,MP_KILLSTREAK_N,KILLSTREAKS_COUNTER_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_c_uav,killstreak
sentry,MP_KILLSTREAK_N,KILLSTREAKS_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
sentry_gl,MP_KILLSTREAK_N,KILLSTREAKS_AUTO_SENTRY_GL,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentry_gl,killstreak
aamissile,MP_KILLSTREAK_N,KILLSTREAKS_PREDATOR_MISSILE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_missile,killstreak
thumper,MP_KILLSTREAK_N,KILLSTREAKS_THUMPER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_thumper,killstreak
airdrop_trophy,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_TROPHY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_assault,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_support,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_engineer,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_demolitions,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
tank,MP_KILLSTREAK_N,KILLSTREAKS_TANK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak
emp,MP_KILLSTREAK_N,KILLSTREAKS_EMP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak
airdrop_sentry_minigun,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_juggernaut_def,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_juggernaut,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_juggernaut_recon,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_juggernaut_gl,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_predator_missile,MP_KILLSTREAK_N,KILLSTREAKS_PREDATOR_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
littlebird_support,MP_KILLSTREAK_N,KILLSTREAKS_LITTLEBIRD_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
littlebird_flock,MP_KILLSTREAK_N,KILLSTREAKS_LITTLEBIRD_FLOCK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_mega,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_MEGA,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_trap,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_TRAP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
ammo,MP_KILLSTREAK_N,KILLSTREAKS_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
explosive_ammo,MP_KILLSTREAK_N,KILLSTREAKS_EXPLOSIVE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
explosive_ammo_2,MP_KILLSTREAK_N,KILLSTREAKS_EXPLOSIVE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
airdrop_team_ammo,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_TEAM_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
minigun_turret,MP_KILLSTREAK_N,KILLSTREAKS_MINIGUN_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
gl_turret,MP_KILLSTREAK_N,KILLSTREAKS_GL_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
remote_mg_turret,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_MG_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
escort_airdrop,MP_KILLSTREAK_N,KILLSTREAKS_ESCORT_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
osprey_gunner,MP_KILLSTREAK_N,KILLSTREAKS_OSPREY_GUNNER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
mobile_mortar,MP_KILLSTREAK_N,KILLSTREAKS_MOBILE_MORTAR,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
remote_mortar,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_MORTAR,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
a10_support,MP_KILLSTREAK_N,KILLSTREAKS_A10_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
deployable_ammo,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
deployable_vest,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_VEST,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
deployable_exp_ammo,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_EXP_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
team_ammo_refill,MP_KILLSTREAK_N,KILLSTREAKS_TEAM_AMMO_REFILL,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
heli_sniper,MP_KILLSTREAK_N,KILLSTREAKS_HELI_SNIPER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
heli_minigunner,MP_KILLSTREAK_N,KILLSTREAKS_HELI_MINIGUNNER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
ims,MP_KILLSTREAK_N,KILLSTREAKS_IMS,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
aastrike,MP_KILLSTREAK_N,KILLSTREAKS_AASTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
remote_uav,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
remote_tank,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_TANK,,2.5,0.25,0.75,0.25,1,mp_killstreak_sentrygun,achieve_sentrygun,killstreak
airdrop_remote_tank,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_REMOTE_TANK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_sentrygun,killstreak
sam_turret,MP_KILLSTREAK_N,KILLSTREAKS_SAM_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
specialty_longersprint_ks,MP_KILLSTREAK_N,PERKS_LONGERSPRINT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_fastreload_ks,MP_KILLSTREAK_N,PERKS_SLEIGHT_OF_HAND,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_scavenger_ks,MP_KILLSTREAK_N,PERKS_SCAVENGER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_blindeye_ks,MP_KILLSTREAK_N,PERKS_BLINDEYE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_paint_ks,MP_KILLSTREAK_N,PERKS_PAINT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_hardline_ks,MP_KILLSTREAK_N,PERKS_HARDLINE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_coldblooded_ks,MP_KILLSTREAK_N,PERKS_ASSASSIN,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_quickdraw_ks,MP_KILLSTREAK_N,PERKS_QUICKDRAW,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_assists_ks,MP_KILLSTREAK_N,PERKS_ASSISTS,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
_specialty_blastshield_ks,MP_KILLSTREAK_N,PERKS_BLASTSHIELD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_detectexplosive_ks,MP_KILLSTREAK_N,PERKS_BOMB_SQUAD,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_autospot_ks,MP_KILLSTREAK_N,PERKS_IRON_LUNGS,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_bulletaccuracy_ks,MP_KILLSTREAK_N,PERKS_STEADY_AIM,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_quieter_ks,MP_KILLSTREAK_N,PERKS_DEADSILENCE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_stalker_ks,MP_KILLSTREAK_N,PERKS_STALKER,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_longersprint_ks_pro,MP_KILLSTREAK_N,PERKS_LONGERSPRINT_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_fastreload_ks_pro,MP_KILLSTREAK_N,PERKS_SLEIGHT_OF_HAND_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_scavenger_ks_pro,MP_KILLSTREAK_N,PERKS_SCAVENGER_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_blindeye_ks_pro,MP_KILLSTREAK_N,PERKS_BLINDEYE_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_paint_ks_pro,MP_KILLSTREAK_N,PERKS_PAINT_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_hardline_ks_pro,MP_KILLSTREAK_N,PERKS_HARDLINE_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_coldblooded_ks_pro,MP_KILLSTREAK_N,PERKS_ASSASSIN_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_quickdraw_ks_pro,MP_KILLSTREAK_N,PERKS_QUICKDRAW_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_assists_ks_pro,MP_KILLSTREAK_N,PERKS_ASSISTS_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
_specialty_blastshield_ks_pro,MP_KILLSTREAK_N,PERKS_BLASTSHIELD_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_detectexplosive_ks_pro,MP_KILLSTREAK_N,PERKS_BOMB_SQUAD_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_autospot_ks_pro,MP_KILLSTREAK_N,PERKS_IRON_LUNGS_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_bulletaccuracy_ks_pro,MP_KILLSTREAK_N,PERKS_STEADY_AIM_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_quieter_ks_pro,MP_KILLSTREAK_N,PERKS_DEADSILENCE_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
specialty_stalker_ks_pro,MP_KILLSTREAK_N,PERKS_STALKER_PRO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
all_perks_bonus,MP_KILLSTREAK_N,PERKS_ALL,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
selected_uav,MP_KILLSTREAK_N,KILLSTREAKS_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_double_uav,MP_KILLSTREAK_N,KILLSTREAKS_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_triple_uav,MP_KILLSTREAK_N,KILLSTREAKS_TRIPLE_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_uav_support,MP_KILLSTREAK_N,KILLSTREAKS_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_uav_strike,MP_KILLSTREAK_N,KILLSTREAKS_UAV_STRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_directional_uav,MP_KILLSTREAK_N,KILLSTREAKS_DIRECTIONAL_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_helicopter_flares,MP_KILLSTREAK_N,KILLSTREAKS_PAVELOW,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak_minisplash
selected_helicopter,MP_KILLSTREAK_N,KILLSTREAKS_HELICOPTER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak_minisplash
selected_ac130,MP_KILLSTREAK_N,KILLSTREAKS_AC130,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_ac130,killstreak_minisplash
selected_predator_missile,MP_KILLSTREAK_N,KILLSTREAKS_PREDATOR_MISSILE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_missile,killstreak_minisplash
selected_precision_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_PRECISION_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_p_airstrike,killstreak_minisplash
selected_stealth_airstrike,MP_KILLSTREAK_N,KILLSTREAKS_STEALTH_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_counter_uav,MP_KILLSTREAK_N,KILLSTREAKS_COUNTER_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_c_uav,killstreak_minisplash
selected_sentry,MP_KILLSTREAK_N,KILLSTREAKS_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_minisplash
selected_airdrop_assault,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_support,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_engineer,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_demolitions,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_emp,MP_KILLSTREAK_N,KILLSTREAKS_EMP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak_minisplash
selected_airdrop_sentry_minigun,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_juggernaut_def,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_juggernaut,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_juggernaut_recon,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_juggernaut_gl,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_JUGGERNAUT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_littlebird_support,MP_KILLSTREAK_N,KILLSTREAKS_LITTLEBIRD_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_littlebird_flock,MP_KILLSTREAK_N,KILLSTREAKS_LITTLEBIRD_FLOCK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_mega,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_MEGA,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_airdrop_trap,MP_KILLSTREAK_N,KILLSTREAKS_AIRDROP_TRAP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_minisplash
selected_explosive_ammo,MP_KILLSTREAK_N,KILLSTREAKS_EXPLOSIVE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
selected_minigun_turret,MP_KILLSTREAK_N,KILLSTREAKS_MINIGUN_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_minisplash
selected_gl_turret,MP_KILLSTREAK_N,KILLSTREAKS_GL_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_minisplash
selected_remote_mg_turret,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_MG_TURRET,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_minisplash
selected_escort_airdrop,MP_KILLSTREAK_N,KILLSTREAKS_ESCORT_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak_minisplash
selected_osprey_gunner,MP_KILLSTREAK_N,KILLSTREAKS_OSPREY_GUNNER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak_minisplash
selected_remote_mortar,MP_KILLSTREAK_N,KILLSTREAKS_REMOTE_MORTAR,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak_minisplash
selected_a10_support,MP_KILLSTREAK_N,KILLSTREAKS_A10_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_deployable_ammo,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_deployable_vest,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_VEST,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_deployable_exp_ammo,MP_KILLSTREAK_N,KILLSTREAKS_DEPLOYABLE_EXP_AMMO,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_minisplash
selected_team_ammo_refill,MP_KILLSTREAK_N,KILLSTREAKS_TEAM_AMMO_REFILL,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_minisplash
